RowID,Model,Caption Notes,annotator,video_path,Prompt,Question,Answer,Categorization-1,Categorization-2
37,Cogvid,,,./CogVideo/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Does the man crouch before he jumps?,"Yes, he crouches before jumping.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
37,Cogvid,,,./CogVideo/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Does he jump completely above the car's roof?,"No, he only reaches about halfway up the car.",Physics,Spatial-temporal Consistency - Temporal Dynamics
37,Cogvid,,,./CogVideo/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Does the car remain stationary during the entire video?,"Yes, the car remains stationary for the entire video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
37,Cogvid,,,./CogVideo/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Is the man's body anatomically correct when he jumps?,"No, he appears to have extra arms and hands during the jump.",Physics,Spatial-temporal Consistency - Temporal Dynamics
37,Lavie,,,./Lavie/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Is there a man present who can jump?,"No, there is no man present.",Alignment,Alignment - Entity Recognition and Classification
37,Lavie,,,./Lavie/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Does the car remain stationary during the entire video?,"Yes, the car is stationary throughout the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
37,Lavie,,,./Lavie/35.mp4,A man stands next to a stationary car. He crouches and launches himself upward. His jump takes him completely above the car's roof level.,Does the video have a cartoonish or realistic style?,The video has a cartoonish style.,Alignment,Alignment - Entity Properties
38,Runawaygen2,,,./Runawaygen2/1DdxTxbdQA2BuJY5M8DVQdsq76WMzl4ZG.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",How many different colored cars appear in the video?,"Two, including two red cars and one blue car.",Alignment,Alignment - Entity Counting
38,Runawaygen2,,,./Runawaygen2/1DdxTxbdQA2BuJY5M8DVQdsq76WMzl4ZG.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are the cars moving on the road?,"No, the cars are on the road but stationary.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
38,Runawaygen2,,,./Runawaygen2/1DdxTxbdQA2BuJY5M8DVQdsq76WMzl4ZG.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Do any cars stop or brake at a red traffic light in the video?,"No, there are no traffic lights in the video.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
38,Veo2,,,./Veo2/1jhyANu3Wr1g-Hm23awlg5r7-lhQkDVmK.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are there at least three cars of different colors in the video?,"Yes, there is one red car, one green car, and one dark blue car.",Alignment,Alignment - Entity Properties
38,Veo2,,,./Veo2/1jhyANu3Wr1g-Hm23awlg5r7-lhQkDVmK.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are cars currently driving on the road?,"Yes, cars are driving on the road.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
38,Veo2,,,./Veo2/1jhyANu3Wr1g-Hm23awlg5r7-lhQkDVmK.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are all the cars facing the same direction?,"Yes, all the cars are facing toward the camera.",Alignment,Alignment - Spatial Relationships
38,Veo2,,,./Veo2/1jhyANu3Wr1g-Hm23awlg5r7-lhQkDVmK.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Which of the three differently colored cars is positioned last?,The green car is positioned last.,Alignment,Alignment - Spatial Relationships
38,Sora,,,./Sora/1o-VXkcZDrbRIVv-Npr37P_rymIdKBe25.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",How many different colored cars appear in the video?,"Three, including two red cars and one blue car.",Alignment,Alignment - Entity Counting
38,Sora,,,./Sora/1o-VXkcZDrbRIVv-Npr37P_rymIdKBe25.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are cars driving on the road?,"Yes, cars are driving on the road.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
38,Sora,,,./Sora/1o-VXkcZDrbRIVv-Npr37P_rymIdKBe25.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are all the cars facing the same direction?,"Yes, they are all facing toward the camera.",Alignment,Alignment - Spatial Relationships
38,Sora,,,./Sora/1o-VXkcZDrbRIVv-Npr37P_rymIdKBe25.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Do the other cars move relative to the camera positioned on the last red car?,"No, all three cars remain relatively still with no motion between them.",Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
38,pixverse,,,./pixverse/1bm4XuIVIKGcOXkBMKCmLaEfg-k_8a_RW.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are cars currently driving on the road?,"Yes, cars are driving on the road.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
38,pixverse,,,./pixverse/1bm4XuIVIKGcOXkBMKCmLaEfg-k_8a_RW.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are all the cars facing the same direction?,"Yes, all the cars are facing toward the camera.",Alignment,Alignment - Spatial Relationships
38,pixverse,,,./pixverse/1bm4XuIVIKGcOXkBMKCmLaEfg-k_8a_RW.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Which of the three differently colored cars is positioned last?,The green car is positioned last.,Alignment,Alignment - Spatial Relationships
38,pixverse,,,./pixverse/1bm4XuIVIKGcOXkBMKCmLaEfg-k_8a_RW.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are the cars in the video obeying the traffic rule regarding double yellow lines?,"No, the blue car is on the opposite side of the double yellow line from the red and green cars, yet all are facing the same direction.",Common sense reasoning,Spatial-temporal Consistency - Temporal Dynamics
38,Kling,,,./Kling/1Iwpc0F0X2etM6WrwgafxBa93OAxHZWKV.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are cars currently driving on the road?,"Yes, cars are driving on the road.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
38,Kling,,,./Kling/1Iwpc0F0X2etM6WrwgafxBa93OAxHZWKV.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are all the cars facing the same direction?,"Yes, all the cars are facing toward the camera.",Alignment,Alignment - Spatial Relationships
38,Kling,,,./Kling/1Iwpc0F0X2etM6WrwgafxBa93OAxHZWKV.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Which of the three differently colored cars is positioned last?,The green car is positioned last.,Alignment,Alignment - Spatial Relationships
38,Kling,,,./Kling/1Iwpc0F0X2etM6WrwgafxBa93OAxHZWKV.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Do any cars stop or brake at a red traffic light in the video?,"No, there are no traffic lights in the video.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
38,Cogvid,,,./CogVideo/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are either the red or green car moving on the road?,"No, neither the red nor the green car is moving.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
38,Cogvid,,,./CogVideo/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Is the camera positioned at a bird’s-eye view or ground level?,The camera is positioned in a bird’s-eye view.,Alignment,Spatial-temporal Consistency - Camera Dynamics
38,Cogvid,,,./CogVideo/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Does the video have a cartoonish or realistic style?,The video has a cartoonish style.,Alignment,Alignment - Entity Properties
38,Lavie,,,./Lavie/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are either the green or blue car visible on the road in the video?,"No, neither a green nor a blue car is visible at any point in the video.",Alignment,Alignment - Entity Recognition and Classification
38,Lavie,,,./Lavie/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Does the video have a cartoonish or realistic style?,The video has a cartoonish style.,Alignment,Alignment - Entity Properties
38,Lavie,,,./Lavie/36.mp4,"Generate exactly one red car, one green car and one blue car driving on the road",Are the cars driving in the same direction?,"No, they are facing each other.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
39,Runawaygen2,,,./Runawaygen2/1Zjw5XHMXiGSauYkvx8d4XxjFHEoLKyKQ.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Are the animals walking on the grass?,"No, the animals are standing still on the grass.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
39,Runawaygen2,,,./Runawaygen2/1Zjw5XHMXiGSauYkvx8d4XxjFHEoLKyKQ.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Are there only three animal heads visible throughout the video?,"No, initially there are three, but later the hen's tail transforms into a head-like shape, making four heads visible.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
39,Runawaygen2,,,./Runawaygen2/1Zjw5XHMXiGSauYkvx8d4XxjFHEoLKyKQ.mp4,"Generate one female duck, one hen and one rooster walking on the grass",What is the correct order of the animals from left to right?,"Duck, rooster, hen.",Alignment,Alignment - Entity Recognition and Classification
39,Runawaygen2,,,./Runawaygen2/1Zjw5XHMXiGSauYkvx8d4XxjFHEoLKyKQ.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
39,Veo2,,,./Veo2/17AP8Rk69lFVmLasPOzwosIhnQ8DB-CIb.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the duck, hen, and rooster walking on the grass?","Yes, all three animals are walking on the grass.",Alignment,Alignment - Spatial Relationships
39,Veo2,,,./Veo2/17AP8Rk69lFVmLasPOzwosIhnQ8DB-CIb.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the three animals arranged as duck, hen, and rooster from front to back relative to the ground-level camera?","No, the correct order from front to back is: duck, rooster, then hen.",Alignment,Alignment - Spatial Relationships
39,Veo2,,,./Veo2/17AP8Rk69lFVmLasPOzwosIhnQ8DB-CIb.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
39,Sora,,,./Sora/1vMsQsckaNWqdIzSJUmi8GiU4QNCFM_-6.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the duck, hen, and rooster walking on the grass?","Yes, all three animals are walking on the grass.",Alignment,Alignment - Spatial Relationships
39,Sora,,,./Sora/1vMsQsckaNWqdIzSJUmi8GiU4QNCFM_-6.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Do the rooster, hen, and duck walk in the order of front, middle, and last respectively?","No, the actual order is: rooster in front, duck in the middle, and hen at the back.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
39,Sora,,,./Sora/1vMsQsckaNWqdIzSJUmi8GiU4QNCFM_-6.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Does either the hen or the rooster lay an egg in the video?,"No, neither the hen nor the rooster lays an egg in the video.",Alignment,Common Sense - Knowledge
39,pixverse,,,./pixverse/1QA4xH0v46qschMefqm_AWQYQMlrxn6hw.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the duck, hen, and rooster walking on the grass?","Yes, all three animals are walking on the grass.",Alignment,Alignment - Entity Recognition and Classification
39,pixverse,,,./pixverse/1QA4xH0v46qschMefqm_AWQYQMlrxn6hw.mp4,"Generate one female duck, one hen and one rooster walking on the grass",What is the correct order of the animals from left to right?,"Duck, hen, rooster.",Alignment,Alignment - Entity Recognition and Classification
39,pixverse,,,./pixverse/1QA4xH0v46qschMefqm_AWQYQMlrxn6hw.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
39,Kling,,,./Kling/1s_XY2PpcVULh_lUYyaTRVzscIicoSK86.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the duck, hen, and rooster walking on the grass?","Yes, all three animals are walking on the grass.",Alignment,Alignment - Entity Recognition and Classification
39,Kling,,,./Kling/1s_XY2PpcVULh_lUYyaTRVzscIicoSK86.mp4,"Generate one female duck, one hen and one rooster walking on the grass",What is the correct order of the animals from left to right?,"Duck, hen, rooster.",Alignment,Alignment - Entity Recognition and Classification
39,Kling,,,./Kling/1s_XY2PpcVULh_lUYyaTRVzscIicoSK86.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
39,Cogvid,,,./CogVideo/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Are the duck, hen, and rooster all present in the video on the grass?","No, only two animals are present in the video.",Alignment,Alignment - Entity Counting
39,Cogvid,,,./CogVideo/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Is the rooster walking to the left in the video?,"No, there is no rooster in the video.",Alignment,Alignment - Entity Recognition and Classification
39,Cogvid,,,./CogVideo/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
39,Lavie,,,./Lavie/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Is there a hen visible in the video on the grass?,"No, only a rooster is present; no hen appears in the video.",Alignment,Alignment - Entity Recognition and Classification
39,Lavie,,,./Lavie/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass",Does the rooster walk on the grass in the video?,"No, the rooster is standing still throughout the video.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
39,Lavie,,,./Lavie/37.mp4,"Generate one female duck, one hen and one rooster walking on the grass","Which bird lays an egg in the video, the hen or the rooster?",Neither the hen nor the rooster lays an egg in the video.,Alignment,Common Sense - Knowledge
41,Runawaygen2,,,./Runawaygen2/1QwFqR53CA_UnUQhM3SbZiYGvf5GDXlYE.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",How many bear statues made from different materials appear in the video?,"There is only one material used — bronze. Two bear statues are shown, but both are made of bronze.",Alignment,Alignment - Entity Counting
41,Runawaygen2,,,./Runawaygen2/1QwFqR53CA_UnUQhM3SbZiYGvf5GDXlYE.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",How many bear ears can be seen in the video?,"Three ears are visible; the smaller bear on the left has one ear, and the larger bear on the right has two ears.",Alignment,Alignment - Entity Counting
41,Runawaygen2,,,./Runawaygen2/1QwFqR53CA_UnUQhM3SbZiYGvf5GDXlYE.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are sitting.,Alignment,Alignment - Entity Properties
41,Veo2,,,./Veo2/11AzpmJchqO-tiMIyvb0CapnHnob-yQB2.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues positioned directly on the grass?,"No, they are on wooden platforms, despite being surrounded by grass.",Alignment,Alignment - Spatial Relationships
41,Veo2,,,./Veo2/11AzpmJchqO-tiMIyvb0CapnHnob-yQB2.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are all three bear statues the same size when presented together?,"Yes, all three bear statues are the same size.",Spatial-temporal consistency,Alignment - Entity Properties
41,Veo2,,,./Veo2/11AzpmJchqO-tiMIyvb0CapnHnob-yQB2.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are standing.,Alignment,Alignment - Entity Properties
41,Sora,,,./Sora/1ItWO5coIDmowzpW4NaA6ETyvm41a8TS6.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues on the ground or on pedestals?,The bear statues are on pedestals.,Alignment,Alignment - Spatial Relationships
41,Sora,,,./Sora/1ItWO5coIDmowzpW4NaA6ETyvm41a8TS6.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues facing the same direction?,"No, the left statue faces right and the right statue faces left.",Alignment,Alignment - Spatial Relationships
41,Sora,,,./Sora/1ItWO5coIDmowzpW4NaA6ETyvm41a8TS6.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are standing.,Alignment,Alignment - Entity Properties
41,pixverse,,,./pixverse/15zFd66UTTSOu4CYEGvqqn3w5RKyeFkxQ.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue","Are there bronze, glass, and plastic bear statues in the video?","Yes, there are bear statues made of bronze, glass, and plastic in the video.",Alignment,Alignment - Entity Properties
41,pixverse,,,./pixverse/15zFd66UTTSOu4CYEGvqqn3w5RKyeFkxQ.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues the same size when presented together?,"No, they vary in size; the leftmost is the largest, the middle is medium-sized, and the rightmost is the smallest.",Alignment,Alignment - Entity Properties
41,pixverse,,,./pixverse/15zFd66UTTSOu4CYEGvqqn3w5RKyeFkxQ.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are standing.,Alignment,Alignment - Entity Properties
41,Kling,,,./Kling/1QvrucA7nQX6ADdlyyQNC0v58Uo6kDPCr.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are all bear statues placed on the same type of pedestal?,"No, the left and right bear statues are on black pedestals, while the middle one is on a wooden shelf.",Alignment,Alignment - Entity Properties
41,Kling,,,./Kling/1QvrucA7nQX6ADdlyyQNC0v58Uo6kDPCr.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are all three bear statues the same size?,"No, the rightmost bear statue is larger than the other two.",Spatial-temporal consistency,Alignment - Entity Properties
41,Kling,,,./Kling/1QvrucA7nQX6ADdlyyQNC0v58Uo6kDPCr.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are standing.,Alignment,Alignment - Entity Properties
41,Cogvid,,,./CogVideo/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Is there a glass bear statue in the video?,"No, there is only one bear statue, and it is not made of glass.",Alignment,Alignment - Entity Properties
41,Cogvid,,,./CogVideo/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Does the camera move during the video?,"Yes, it slowly moves to the right with a slight rotational angle.",Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
41,Cogvid,,,./CogVideo/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Is the bear statue smiling?,"No, its mouth curves downward.",Alignment,Alignment - Entity Properties
41,Lavie,,,./Lavie/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Is there a glass bear statue in the video?,"No, there is only one bear statue, and it is not made of glass.",Alignment,Alignment - Entity Properties
41,Lavie,,,./Lavie/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",How many bear ears are visible in the video?,"Zero, as the bear statue's face is not shown.",Alignment,Alignment - Entity Counting
41,Lavie,,,./Lavie/39.mp4,"Generate a bronze bear statue, one plastic bear statue and one glass bear statue",Are the bear statues sitting or standing?,The bear statues are standing.,Alignment,Alignment - Entity Properties
42,Veo2,,,./Veo2/1NbfK_4dXDCF2SoDFFZv6quX61-DQjHaA.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box","Are the cylinder, cubic, and pyramid cake boxes accurately depicted in the video?","No, the cylinder and cubic boxes are accurate, but the pyramid box incorrectly has more vertices than a typical pyramid.",Alignment,Alignment - Entity Recognition and Classification
42,Veo2,,,./Veo2/1NbfK_4dXDCF2SoDFFZv6quX61-DQjHaA.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",What material is the cubic cake box made from?,The cubic cake box is made of wood.,Alignment,Alignment - Entity Properties
42,Veo2,,,./Veo2/1NbfK_4dXDCF2SoDFFZv6quX61-DQjHaA.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",How many cakes are visible in the video?,"Zero, only cake boxes are shown.",Alignment,Alignment - Entity Counting
42,Sora,,,./Sora/1Zw9ahWsP7i1_HLCxJfwNdr8CFoVlm387.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box","Are there cylinder, cubic, and pyramid cake boxes in the video?","No. The video shows a cylinder-shaped cake box and a pyramid-shaped box with more vertices than typical, making its shape incorrect. Additionally, there is a box inside the pyramid, but it is not cubic.",Alignment,Alignment - Entity Properties
42,Sora,,,./Sora/1Zw9ahWsP7i1_HLCxJfwNdr8CFoVlm387.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",What material is used for the cylindrical cake box?,The cylindrical cake box is made of transparent plastic.,Alignment,Alignment - Entity Properties
42,Sora,,,./Sora/1Zw9ahWsP7i1_HLCxJfwNdr8CFoVlm387.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Is the cylinder cake box empty?,"Yes, it is empty as we can see through the transparent plastic.",Alignment,Alignment - Entity Properties
42,pixverse,,,./pixverse/1gW-6SeIU4UTWzYhAer3COUB3nzyWnklO.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box","Are there cylinder, cubic, and pyramid cake boxes in the video?","Yes, all three types of cake boxes are present in the video.",Alignment,Alignment - Entity Recognition and Classification
42,pixverse,,,./pixverse/1gW-6SeIU4UTWzYhAer3COUB3nzyWnklO.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Which cake box starts moving automatically first?,The pyramid-shaped cake box.,Physics,Physics - Motion
42,pixverse,,,./pixverse/1gW-6SeIU4UTWzYhAer3COUB3nzyWnklO.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Do the cake boxes remain stationary on the surface?,"No, the boxes move around independently without any external force, which is unrealistic.",Physics,Physics - Conservation
42,pixverse,,,./pixverse/1gW-6SeIU4UTWzYhAer3COUB3nzyWnklO.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Are all three cake boxes made from the same material?,"Yes, they are all made of cardboard.",Alignment,Alignment - Entity Properties
42,Kling,,,./Kling/1-JCnL3Lzf3G4-ubjVq6_1vwHtaTmQ_bR.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box","Are there a cylinder, cubic, and pyramid cake box in the video?","No, the cylinder cake box is missing; there are two cubic cake boxes and one pyramid-shaped box.",Alignment,Alignment - Entity Recognition and Classification
42,Kling,,,./Kling/1-JCnL3Lzf3G4-ubjVq6_1vwHtaTmQ_bR.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",What color is the smallest cake box?,The smallest cake box is green.,Alignment,Alignment - Entity Properties
42,Kling,,,./Kling/1-JCnL3Lzf3G4-ubjVq6_1vwHtaTmQ_bR.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",How many cakes are visible in the video?,"Zero, only cake boxes are shown.",Alignment,Alignment - Entity Counting
42,Cogvid,,,./CogVideo/40.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box","Are the cylinder, cubic, and pyramid cake boxes correctly depicted in the video?","No, the cubic cake box is missing, the pyramid-shaped box is inaccurately depicted, and the other two boxes are cylindrical.",Alignment,Alignment - Entity Recognition and Classification
42,Cogvid,,,./CogVideo/40.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Are all the cake boxes on the same surface?,"No, one cylindrical cake box is stacked on top of another.",Alignment,Alignment - Spatial Relationships
42,Lavie,,,./Lavie/40.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Are there any cake boxes in the video?,"Yes, there are cake boxes in the video.",Alignment,Alignment - Entity Recognition and Classification
42,Lavie,,,./Lavie/40.mp4,"Generate a cylinder cake box, a cubic cake box and a pyramid cake box",Is there a double-layered cylindrical cake in the video?,"Yes, there is a double-layered cylindrical cake in the video.",Alignment,Alignment - Entity Recognition and Classification
43,Runawaygen2,,,./Runawaygen2/1ZBeWM5afE4vn0ytfNm1MnvLJSwSrb2do.mp4,Generate a cylinder cake box and a pyramid cake box,Are both a cylinder and a pyramid cake box shown in the video?,"No, only the pyramid cake box is shown along with a cube-shaped and a triangular prism-shaped box. The cylinder cake box is missing.",Alignment,Alignment - Entity Recognition and Classification
43,Runawaygen2,,,./Runawaygen2/1ZBeWM5afE4vn0ytfNm1MnvLJSwSrb2do.mp4,Generate a cylinder cake box and a pyramid cake box,Are all cake boxes on the same surface?,"Yes, they are on the same surface.",Alignment,Alignment - Spatial Relationships
43,Runawaygen2,,,./Runawaygen2/1ZBeWM5afE4vn0ytfNm1MnvLJSwSrb2do.mp4,Generate a cylinder cake box and a pyramid cake box,Do the cake boxes remain stationary on the surface?,"No, both the cube-shaped and triangular prism-shaped boxes move without any external force, which is unrealistic.",Physics,Physics - Conservation
43,Sora,,,./Sora/1_rQWApAUMwa-7wW-XKHMjOvPisx33dJ9.mp4,Generate a cylinder cake box and a pyramid cake box,Are both a cylinder and a pyramid cake box shown in the video?,"No, only a cylinder cake box is shown.",Alignment,Alignment - Entity Recognition and Classification
43,Sora,,,./Sora/1_rQWApAUMwa-7wW-XKHMjOvPisx33dJ9.mp4,Generate a cylinder cake box and a pyramid cake box,How many cakes are visible in the video?,"Zero, only a cake box is shown.",Alignment,Alignment - Entity Counting
43,Kling,,,./Kling/1HP3f_IBH1vSERAPI1N0OEZ63Qykz5ycW.mp4,Generate a cylinder cake box and a pyramid cake box,Are both a cylindrical and a pyramid cake box shown in the video?,"No, only a cylindrical cake box is shown, along with other unrelated objects.",Alignment,Alignment - Entity Recognition and Classification
43,Kling,,,./Kling/1HP3f_IBH1vSERAPI1N0OEZ63Qykz5ycW.mp4,Generate a cylinder cake box and a pyramid cake box,Is the cylinder transparent?,"No, it is opaque and white.",Alignment,Alignment - Entity Properties
43,Kling,,,./Kling/1HP3f_IBH1vSERAPI1N0OEZ63Qykz5ycW.mp4,Generate a cylinder cake box and a pyramid cake box,How many cakes are visible in the video?,"Zero, only a cake box is shown.",Alignment,Alignment - Entity Counting
43,Cogvid,,,./CogVideo/41.mp4,Generate a cylinder cake box and a pyramid cake box,Is there a cubic cake box in the video?,"No, there is no cubic cake box in the video.",Alignment,Alignment - Entity Recognition and Classification
43,Cogvid,,,./CogVideo/41.mp4,Generate a cylinder cake box and a pyramid cake box,Are all the cake boxes on the same surface?,"No, one cylindrical cake box is stacked on top of another.",Alignment,Alignment - Spatial Relationships
43,Lavie,,,./Lavie/41.mp4,Generate a cylinder cake box and a pyramid cake box,Are there cakes visible in the video?,"Yes, several cakes are visible.",Alignment,Alignment - Entity Recognition and Classification
44,Runawaygen2,,,./Runawaygen2/1foM3h5I3r1GQnoZ502jfLVzqy1Ya3i1k.mp4,Generate a coarse surface marble ball and a smooth surface marble ball,Does the video show both a coarse surface marble ball and a smooth surface marble ball?,"No, only a smooth surface marble ball is clearly visible. Another ball is present but is too blurry to confirm if it's coarse surfaced.",Alignment,Alignment - Entity Properties
44,Runawaygen2,,,./Runawaygen2/1foM3h5I3r1GQnoZ502jfLVzqy1Ya3i1k.mp4,Generate a coarse surface marble ball and a smooth surface marble ball,Does the smooth marble ball roll?,"No, it remains completely still throughout the video.",Physics,Physics - Motion
44,Veo2,,,./Veo2/1RRLR7V_fZFKwyJlrp1YGRm6N5Hc0fUI2.mp4,Generate a coarse surface marble ball and a smooth surface marble ball,Are both a coarse and a smooth surface marble ball present in the video?,"Yes, both types are clearly present and distinguishable.",Alignment,Alignment - Entity Properties
44,Veo2,,,./Veo2/1RRLR7V_fZFKwyJlrp1YGRm6N5Hc0fUI2.mp4,Generate a coarse surface marble ball and a smooth surface marble ball,"Which marble ball is larger, the coarse or the smooth one?",They appear to be the same size.,Common sense reasoning,Alignment - Entity Properties
